0.89,1.45,1.35,0.81,0.75,0.32,0.16,0.30,0.88,1.26,1.63,1.48,1.83,1.39,0.24
1.30,0.61,0.98,1.51,1.41,1.03,0.84,0.64,1.26,0.77,0.81,0.44,0.55,0.33,0.11
2.38,2.22,2.14,2.58,2.69,2.45,2.08,1.24,1.09,2.02,2.26,1.04,1.86,2.05,1.46
1.07,1.25,0.72,1.37,1.48,1.25,1.43,0.75,0.50,2.06,2.48,1.64,1.92,2.13,1.51
0.33,1.27,1.44,0.84,0.24,1.28,0.75,0.60,0.60,1.07,0.40,0.75,0.96,1.17,0.65
0.46,1.19,1.50,1.00,0.64,1.73,1.64,1.17,1.08,1.60,1.46,1.79,1.56,1.95,1.72
0.26,1.36,1.72,2.14,1.21,1.53,1.13,1.60,0.95,1.61,0.63,1.36,1.28,0.76,1.04
1.22,3.43,4.50,4.46,4.28,4.44,3.94,4.51,3.51,2.04,1.98,1.67,1.55,2.01,2.66
2.05,2.57,2.67,2.31,2.69,2.75,3.11,4.59,3.89,2.98,2.77,1.48,2.18,2.45,2.96
3.31,1.81,1.08,1.39,0.85,0.61,0.48,1.53,1.72,0.48,1.54,1.29,0.96,0.73,1.22
3.00,1.70,1.63,1.68,1.25,1.20,0.03,0.86,2.50,1.68,2.06,2.31,2.86,2.22,1.65
0.63,1.55,1.09,1.35,0.98,2.08,1.10,1.29,1.75,1.14,1.78,2.39,1.33,0.65,1.19
2.71,2.69,1.70,1.18,0.65,2.50,3.59,3.60,2.68,2.35,2.47,3.71,3.86,3.75,2.70
2.32,2.84,1.62,0.43,0.69,1.31,3.35,3.77,3.35,3.18,3.52,3.82,4.83,4.55,3.49
2.56,4.28,2.42,1.63,2.18,2.00,1.78,0.81,0.99,2.06,1.76,0.60,2.08,2.00,1.00
2.53,3.82,2.83,1.97,2.77,1.99,2.32,2.37,1.05,2.55,3.26,2.92,2.60,2.50,2.55
1.02,2.05,2.46,1.66,1.10,1.36,2.20,1.56,0.84,1.65,3.18,1.59,1.81,1.91,1.65
3.64,4.08,4.91,3.30,2.30,2.74,2.77,1.18,2.02,0.62,2.80,1.29,2.69,2.72,3.09
2.08,1.40,3.56,2.56,1.94,2.21,2.28,1.64,2.28,1.51,3.05,2.38,2.94,3.61,3.99
2.18,1.99,1.86,1.96,2.30,0.93,1.94,1.75,1.78,0.07,1.54,1.47,1.52,0.29,1.58
1.88,2.43,2.02,1.69,2.56,2.62,2.98,3.10,2.91,2.38,2.39,2.48,2.84,3.24,3.81
1.15,1.01,0.61,0.88,1.06,1.27,1.47,2.23,1.39,2.01,1.71,1.93,1.88,2.11,2.62
1.56,1.15,0.68,1.03,0.91,0.31,0.63,0.78,0.58,0.59,0.17,0.57,0.15,0.49,0.69
0.75,0.62,0.54,0.45,0.83,0.16,0.34,0.35,0.49,0.42,0.11,0.35,0.17,0.44,0.57
0.96,0.72,0.43,0.06,0.43,0.23,0.11,0.18,0.24,0.26,0.08,0.19,0.22,0.41,0.11
1.25,0.69,0.25,0.24,0.29,0.13,0.04,0.18,0.19,0.27,0.14,0.08,0.16,0.07,0.57
0.43,0.28,0.14,0.14,0.30,0.11,0.02,0.26,0.13,0.29,0.27,0.24,0.11,0.64,0.32
0.22,0.13,0.25,0.23,0.26,0.09,0.27,0.30,0.96,0.82,1.71,0.74,0.03,0.87,1.19
0.68,0.35,0.10,0.27,0.31,0.18,0.73,0.91,1.47,1.40,2.29,0.58,0.37,0.88,1.68
2.01,1.55,1.40,1.92,1.54,0.97,1.37,1.21,1.32,0.46,0.43,0.21,0.69,0.41,0.71
2.28,1.91,1.22,2.27,2.24,1.68,1.82,1.52,1.69,1.33,1.38,1.42,1.78,1.82,1.79
0.53,0.74,0.63,1.28,0.23,0.13,1.15,0.85,1.39,0.87,0.48,1.72,1.10,1.20,1.31
2.23,2.87,1.91,2.70,2.34,2.10,1.28,1.29,0.66,1.68,0.66,1.84,1.23,1.14,1.74
1.93,1.78,0.77,1.45,1.63,1.43,1.29,1.93,1.34,2.44,1.54,2.23,2.28,1.58,1.91
2.79,1.88,3.45,1.78,2.25,1.71,1.58,0.92,1.32,1.34,0.12,1.35,1.88,0.88,0.50
3.18,2.91,3.58,2.87,2.82,3.05,3.10,2.07,2.91,2.65,2.56,1.94,1.91,2.17,2.82
0.55,0.49,1.24,0.88,0.57,1.45,1.32,1.55,2.45,1.87,2.49,1.57,1.26,1.95,2.16
1.24,0.72,0.65,0.88,1.79,1.27,0.68,1.08,0.58,1.47,1.67,0.93,0.16,1.20,1.28
0.61,0.29,0.46,0.86,1.65,0.83,0.75,1.33,1.55,2.04,1.77,1.56,0.98,0.81,1.30
2.28,1.82,2.01,2.59,2.33,1.15,0.92,0.91,1.12,1.33,0.69,0.97,1.25,0.93,0.06
2.65,2.70,2.92,3.22,2.54,1.77,2.47,2.34,1.63,1.62,1.16,1.67,2.49,2.30,1.31
0.67,1.82,1.60,1.09,0.62,0.58,1.47,1.23,0.98,1.44,0.84,1.27,2.10,1.79,0.96
0.45,1.54,1.28,0.19,0.64,0.10,0.44,0.76,0.33,0.42,0.70,0.36,0.44,0.48,0.44
0.22,1.00,1.44,0.14,0.58,0.37,0.88,0.82,0.39,0.13,0.95,0.45,0.14,0.32,0.21
0.77,0.93,1.28,0.19,0.58,0.89,0.62,0.37,0.93,0.16,0.24,0.50,0.59,0.46,0.39
1.25,1.06,1.08,0.37,0.21,0.84,0.93,1.51,1.73,1.18,0.49,0.84,1.30,1.09,1.08
1.24,0.92,0.18,1.34,0.83,0.60,0.42,1.52,0.57,0.92,1.02,0.80,1.41,0.63,0.87
1.80,1.72,1.39,2.62,2.11,2.51,2.45,2.05,1.26,2.07,0.67,1.76,2.56,1.22,1.44
1.11,1.04,1.45,1.85,1.25,2.38,2.73,1.85,2.96,3.28,2.38,2.31,3.29,2.35,1.95
1.70,1.57,1.51,1.23,1.79,0.50,1.82,0.34,1.29,0.90,1.84,0.84,1.22,0.59,0.90
1.77,2.24,1.51,1.20,1.73,2.19,2.63,1.11,1.75,1.87,2.66,1.55,2.17,2.65,2.02
0.28,1.15,0.55,0.43,0.26,1.12,1.67,1.38,1.09,1.60,2.45,1.63,2.10,2.30,1.42
0.24,0.30,0.19,0.10,0.13,0.51,0.91,1.62,0.60,0.28,0.59,0.81,0.71,0.98,0.39
0.25,0.34,0.10,0.05,0.31,0.73,0.88,1.59,0.95,0.81,0.94,0.64,0.27,0.65,0.84
1.09,1.39,1.23,0.59,1.05,1.11,1.03,0.94,0.28,0.08,0.85,0.32,0.45,0.61,1.12
1.22,1.68,1.52,0.83,1.66,2.14,2.02,1.00,1.26,1.54,1.57,1.04,1.20,1.05,1.78
0.49,0.62,0.72,0.32,0.64,0.98,1.08,0.95,0.49,1.58,1.42,1.28,1.16,0.64,1.40
0.09,0.10,0.19,0.13,0.22,0.02,0.14,0.08,0.71,0.84,0.39,1.10,0.63,0.37,0.38
0.14,0.08,0.11,0.07,0.16,0.12,0.15,0.24,0.73,1.17,0.27,0.76,0.11,0.19,0.30
0.39,0.68,0.55,0.17,0.11,0.14,0.74,0.66,0.49,0.89,0.26,0.28,0.40,0.52,0.35
0.63,1.15,0.61,0.23,0.14,0.07,0.63,1.44,0.96,0.88,0.94,0.59,1.32,1.13,1.01
0.64,1.29,0.98,0.57,0.79,1.14,0.50,1.13,0.78,0.84,0.83,0.50,1.26,0.86,0.85
1.60,2.12,2.26,1.78,1.87,2.64,1.47,1.16,0.90,0.97,1.26,0.86,0.60,0.70,0.81
0.70,1.08,1.56,1.70,1.12,1.92,1.74,1.69,1.71,1.68,1.91,1.73,1.71,1.47,1.41
0.21,0.32,0.12,0.77,0.33,0.18,0.28,0.65,0.82,0.74,1.11,0.83,0.87,0.67,0.76
0.14,0.33,0.08,0.35,0.58,0.21,0.32,0.18,0.21,0.30,0.70,0.55,0.66,0.93,0.76
0.32,0.69,0.39,0.42,0.39,0.47,0.23,0.22,0.33,0.60,0.88,0.23,0.56,0.84,0.82
0.69,1.09,1.10,0.77,0.68,0.84,0.55,0.77,0.51,0.72,0.21,0.63,0.46,0.56,0.03
0.52,0.78,0.87,0.29,0.66,0.47,0.91,0.95,0.75,1.31,0.95,0.79,0.79,0.96,0.27
0.19,0.52,0.41,0.06,0.26,0.06,0.44,0.47,0.33,0.83,0.66,0.10,0.49,0.68,0.65
0.07,0.41,0.28,0.10,0.20,0.09,0.14,0.41,0.19,0.25,0.28,0.50,0.25,0.31,0.33
0.20,0.32,0.71,0.35,0.34,0.08,0.69,0.54,0.11,0.31,0.67,0.56,0.19,0.07,0.13
0.54,0.53,0.86,1.10,0.60,0.70,1.51,0.57,0.79,0.38,0.24,0.58,0.72,0.44,0.36
0.46,0.53,0.25,1.10,0.41,0.85,1.36,1.29,0.97,1.40,0.84,0.83,1.37,0.82,0.63
0.46,0.37,0.80,1.06,1.23,0.45,0.89,1.24,0.39,0.83,0.79,0.23,0.74,0.92,0.53
0.73,0.79,0.53,1.11,1.02,1.17,1.42,1.12,1.46,0.81,1.33,0.99,0.91,1.60,1.25
0.55,0.41,1.32,0.96,0.58,0.52,1.15,1.00,1.51,1.00,1.68,1.36,1.29,0.70,1.06
1.34,1.70,2.36,1.29,1.45,1.53,1.46,1.83,1.03,0.62,1.05,1.49,1.06,1.17,1.03
1.09,0.93,1.70,1.03,1.29,1.20,2.10,2.01,1.53,1.36,1.90,2.35,1.82,1.79,1.54
1.23,1.15,0.76,1.08,0.32,0.62,1.09,0.96,1.37,0.22,0.99,1.52,1.10,0.60,0.66
1.49,1.35,0.78,1.31,0.89,0.80,1.49,1.12,0.86,0.96,0.96,0.40,0.97,1.15,1.05
1.44,1.44,0.76,1.20,1.14,0.71,1.00,0.52,0.79,0.87,0.74,0.95,1.19,1.06,0.91
2.33,2.24,2.11,2.20,2.03,2.40,1.14,0.94,0.84,0.76,0.07,1.15,0.90,0.64,0.57
1.50,1.17,1.58,1.53,1.54,2.06,1.50,1.11,1.20,1.28,0.51,0.94,0.95,0.90,1.01
0.94,1.17,0.44,0.91,1.12,0.66,0.55,0.48,0.93,0.55,0.37,0.39,0.48,0.15,0.53
1.02,1.24,0.86,1.37,1.41,1.48,1.88,1.01,1.52,1.43,1.25,1.23,1.44,1.33,1.24
0.59,0.46,0.20,0.90,0.48,0.45,1.08,0.73,1.54,1.90,1.68,1.48,1.53,1.22,1.16
0.79,0.55,0.14,0.75,0.84,0.71,0.13,0.19,0.29,0.89,0.64,0.34,0.30,0.20,0.35
0.43,0.15,0.02,0.84,0.74,0.28,0.39,0.12,0.16,0.40,0.46,0.67,0.29,0.08,0.29
1.09,1.25,1.08,1.34,1.08,1.32,0.92,0.85,0.80,0.48,0.06,0.42,0.52,0.50,0.30
1.37,1.54,1.48,1.34,1.53,2.39,2.40,2.05,1.91,1.32,2.08,2.24,1.68,1.96,1.31
0.44,0.45,0.37,0.33,0.48,1.45,1.78,1.67,1.47,2.09,2.61,2.64,1.69,2.00,0.93
0.20,0.24,0.24,0.25,0.19,0.29,0.44,0.32,0.21,0.89,1.04,0.83,0.21,0.42,0.60
0.09,0.01,0.52,0.21,0.39,0.04,0.35,0.21,0.15,0.32,0.23,0.08,0.13,0.28,0.35
0.77,1.59,1.74,1.42,0.70,0.64,0.21,0.68,0.32,0.44,0.11,0.25,0.45,0.11,0.38
0.93,2.56,2.31,1.85,1.36,1.22,1.23,0.98,0.85,0.52,0.87,0.91,1.37,0.97,0.86
0.80,2.01,1.74,0.80,0.66,0.85,1.12,0.57,1.08,0.73,0.94,1.29,1.17,1.31,0.99
2.18,2.18,2.23,1.89,2.78,2.45,1.48,1.38,0.45,0.52,1.04,1.61,0.92,1.52,1.74
1.50,1.48,1.31,1.06,2.39,1.76,2.06,2.38,1.62,1.36,2.07,2.32,2.28,2.31,2.26
0.23,0.19,0.23,0.87,0.58,0.86,0.98,0.82,0.91,0.84,1.79,0.70,1.59,1.74,1.06
